irradiance,temperature_panneau,temperature_ambiante,tension_voc,courant_isc,puissance_mpp,tension_mpp,courant_mpp,resistance_serie,resistance_shunt,fill_factor,efficacite,temps_fonctionnement,humidite,vitesse_vent,facteur_idealite,classe
468.1346,60.7698,22.7721,40.7296,3.665,66.778,31.5078,2.1194,0.3713,3943.4119,58.0,14.2755,27781.2972,44.3222,15.7998,1.0959,5
599.0363,35.9007,21.6128,42.6891,5.2848,128.7181,36.6873,3.5085,0.7664,6194.3801,58.0,14.0309,11313.3647,82.7408,9.8918,1.3339,5
317.2168,17.7814,9.1877,34.226,3.3095,70.2882,32.7415,2.1468,0.4555,5348.4415,61.4992,12.3086,18737.1436,13.6304,19.9297,1.1546,5
717.1268,60.8161,28.385,39.8635,9.0642,384.0434,34.1903,11.2325,0.6605,4949.1817,85.0,17.0555,15972.9862,67.598,4.9827,1.193,0
828.5754,53.8777,13.6794,5.2918,2.3144,18.4775,4.8102,3.8413,0.5757,100.0,50.0,3.3064,5725.1004,29.8773,15.944,1.7145,2
959.9717,51.8899,20.8582,29.7638,8.2825,215.4224,32.1365,6.7034,1.6676,2805.4383,68.0,9.5649,36375.7484,61.6035,4.8221,1.9277,7
664.968,68.9646,33.1999,34.2261,6.5895,227.2021,29.4969,7.7026,1.2226,762.1577,68.0,12.0041,47389.8103,34.4673,10.2241,1.3871,7
940.9522,32.4577,4.344,42.3201,9.2606,290.6293,29.8131,9.7484,4.8068,2351.9392,65.0,8.8913,37899.6803,73.0757,15.5994,1.741,6
961.9161,42.1662,19.7515,35.7797,8.6777,210.5289,29.6222,7.1071,0.9154,1348.3892,65.6375,12.0969,40417.8772,57.1465,11.0576,1.8696,7
401.6629,52.1876,12.9786,35.711,3.3104,67.2869,31.571,2.1313,0.7424,7481.4128,59.1143,12.6969,5427.5011,18.5981,15.3525,1.3301,5
563.5715,22.3505,28.696,21.8148,1.463,31.9213,10.4618,3.0512,0.8046,126.392,50.0,1.0153,16303.9346,62.084,8.0272,1.7986,2
367.4815,58.8731,9.7619,34.477,3.5483,76.6744,28.5438,2.6862,0.3073,5881.3599,63.7373,13.9091,29761.9995,36.5933,0.0,1.3955,5
774.4668,62.7154,30.9584,33.1595,8.3872,213.8271,28.4116,7.5261,0.8085,138.5416,62.0,10.301,21464.4913,52.545,14.8915,1.6181,4
735.5367,55.15,16.4766,35.1761,8.7313,183.0684,30.0968,6.0827,2.2934,2314.1493,61.2477,11.6192,34489.2088,58.6352,2.9558,1.868,7
1017.8436,48.574,23.1249,40.8023,10.1216,402.511,34.9964,11.5015,0.3224,6632.3007,85.0,18.7488,13655.3357,56.2643,0.0,1.0605,0
349.1115,40.5018,4.395,36.0916,8.3348,227.2578,34.5344,6.5806,4.7606,2337.8854,65.0,16.1137,40851.1216,78.7614,9.306,1.2752,6
556.1346,25.1803,39.9349,34.5887,7.426,332.7266,33.9313,9.8059,4.5212,1875.9612,65.0,15.6861,25268.2784,74.6695,10.4969,1.718,6
381.4434,75.176,9.4679,37.5049,6.9849,265.9979,34.3286,7.7486,4.3145,1105.8302,65.0,9.7924,2079.1575,26.3029,5.3766,1.6711,6
825.1599,57.4579,15.5064,30.2021,9.2468,300.4386,30.8255,9.7464,1.7181,1699.0572,68.0,14.2375,33770.8021,52.1855,9.8923,1.6522,7
550.3494,31.8407,32.8292,36.6554,4.5168,125.3916,32.0975,3.9066,0.5695,7110.0446,73.9526,11.839,15026.1661,18.1897,12.3131,1.2455,5
453.8407,54.8824,29.0372,31.6452,8.5373,183.7035,24.1236,7.6151,1.0032,295.4838,62.0,8.4037,33999.1458,44.2765,9.3024,1.5924,4
475.889,72.0621,13.4704,32.1966,6.7765,257.355,30.5352,8.4282,2.2642,2398.9142,68.0,12.1817,48839.4125,39.1881,2.9822,1.5409,7
436.5736,51.5729,20.5363,30.139,7.2875,103.9679,29.2365,3.5561,1.1404,101.5079,48.4768,7.4502,33483.9618,63.8565,0.3059,1.6271,4
360.8227,33.9946,22.369,34.7778,10.2749,211.902,29.726,7.1285,4.1631,2438.1102,59.899,16.0202,19416.0111,63.5881,11.2485,1.4608,6
806.61,48.664,22.0181,21.6757,7.0538,130.9713,24.7169,5.2988,1.0066,197.9342,62.0,8.4065,7991.7217,75.3102,8.5574,1.5901,4
435.4701,45.5109,21.0,5.4464,0.2926,33.2582,6.1132,5.4403,0.6432,125.0628,50.0,3.1858,25159.3609,76.9703,12.7698,1.8291,2
760.7517,71.0879,17.5535,39.9805,5.9148,208.1397,32.6054,6.3836,2.2166,1774.5835,68.0,10.6428,38485.1326,64.3588,5.1378,1.3834,7
449.4297,38.1592,31.089,36.2884,7.8057,217.9861,29.9622,7.2754,4.5941,4273.5209,65.0,12.6186,34575.3168,80.4182,12.3469,1.6868,6
947.4765,27.7175,26.1677,44.9899,9.7593,368.8633,31.8676,11.5749,0.6839,7790.4498,84.0105,17.5723,7610.9518,66.3368,10.1027,1.3237,0
567.5025,51.9742,37.9134,29.6489,8.9237,192.633,27.2841,7.0603,0.7109,2599.3477,68.0,9.9287,47659.3022,23.7738,14.2535,1.535,7
209.6652,49.3632,16.9862,14.9229,1.7171,10.1569,7.3406,1.3837,0.7072,100.0,40.7938,4.4468,1171.2286,83.4845,2.2909,1.5263,2
810.0487,38.9704,15.479,38.4886,4.7398,199.9253,26.1037,7.6589,0.2085,1131.5673,54.0,12.0089,6689.0642,81.0702,13.1994,1.7494,1
883.4344,31.1812,40.5019,31.9513,6.5743,294.7153,31.1313,9.4668,2.5003,1911.2265,68.0,13.5119,33107.3927,77.1863,13.3766,1.3467,7
485.1529,50.5147,33.5706,40.3516,3.7373,91.8213,37.0532,2.4781,0.3325,3384.5288,60.8341,14.0934,22725.9773,70.238,14.5413,1.1201,5
250.3819,15.0,37.6586,42.005,0.0,0.312,0.5066,0.0,4.5644,2396.7343,45.555,0.0,33965.3179,39.8808,4.4392,1.4443,3
890.5442,53.6157,29.3864,41.1481,9.1397,177.9463,31.4108,5.6651,4.613,4688.4265,45.344,17.367,14134.8415,69.4224,4.3559,1.252,6
951.5273,74.3114,27.463,24.6341,1.014,17.9173,7.6978,2.3276,0.1378,131.1402,50.0,4.2502,2740.921,64.5828,4.3601,1.8106,2
909.3019,40.6315,27.0089,38.7026,9.1648,406.8415,38.8435,10.4739,0.2707,6400.2727,85.0,19.3415,1257.792,56.6439,2.7967,1.366,0
517.3882,27.8443,19.9153,41.2699,4.0853,102.5168,35.1271,2.9185,0.1557,7522.7774,59.4581,11.5522,25326.9628,82.9141,18.7432,1.4131,5
402.9741,64.5729,24.3275,27.4923,8.3789,101.6506,19.2714,5.2747,1.0636,587.9853,44.8475,4.814,25621.0835,82.2477,4.3784,1.5434,4
814.4038,31.6887,38.007,32.3396,10.1577,281.8996,31.6931,8.8947,2.3271,2350.1507,68.0,9.4959,37894.5804,50.806,16.4496,1.5516,7
867.3097,39.6848,32.1549,41.7708,9.9827,422.6491,35.1049,12.0396,0.7849,6742.0952,85.0,21.3964,15151.9379,35.2661,5.2704,1.3616,0
776.9815,79.5642,26.6873,31.4593,7.0108,180.1538,26.2987,6.8503,1.0313,2270.8634,68.0,14.0117,37975.4245,18.0784,2.6393,1.6455,7
972.5547,55.4825,22.4868,30.4309,0.0608,0.0,0.371,0.0089,4.8358,6714.5276,46.8304,0.3325,35018.5117,78.689,14.7168,1.0,3
883.5706,65.9139,22.1405,37.015,7.6319,189.3228,34.5816,5.4747,1.4205,2299.3858,67.4056,13.2754,49084.058,56.277,17.0157,1.3667,7
418.6405,59.0832,30.5396,32.0707,4.3169,183.6901,30.2053,6.0814,1.4509,1612.0778,54.0,13.9554,6629.4374,40.9032,4.225,1.6011,1
1018.3121,47.3413,11.0945,39.5047,6.9505,263.6927,33.0046,7.9896,1.3757,761.2319,68.0,13.7441,39393.4842,27.2829,9.2027,1.4976,7
371.9906,20.9944,29.4814,35.1626,6.3835,254.4237,37.1112,6.8557,3.4722,3910.3566,65.0,10.5367,6087.2744,57.9052,4.5095,1.4119,6
890.4425,48.8408,24.2794,40.8591,5.1797,173.4434,38.6772,4.4844,1.129,697.5981,54.0,13.6356,26428.8208,73.983,11.3854,1.7144,1
633.7038,38.2556,8.5058,42.7765,7.9188,198.8463,35.3364,5.6272,1.4019,2149.9037,56.7884,11.2375,44825.1282,66.4836,9.259,1.5242,7
972.0705,49.6102,12.1374,39.7621,0.0048,0.1246,0.0,0.0,4.0699,4158.9158,47.2353,0.5277,11268.9181,93.8737,16.4534,1.1042,3
681.539,38.7754,42.1202,31.6618,8.3855,182.3708,27.3082,6.6782,0.8862,2477.3755,68.0,14.106,42515.3259,50.3833,5.5243,1.705,7
726.0689,33.4743,8.0083,39.5761,6.0156,159.5476,36.6529,4.3529,0.1931,7272.6892,71.0853,12.707,28640.6471,26.2185,4.0283,1.1963,5
805.6062,52.8282,32.8357,41.1619,9.0162,308.5371,32.3898,9.5258,0.5927,4238.8969,83.1358,19.6928,15509.6476,55.5172,3.2548,1.2996,0
1030.5599,29.1391,11.3747,41.3646,10.266,362.3785,35.1688,10.304,0.2296,4012.5989,85.0,15.9523,13268.191,58.7554,0.3071,1.3701,0
992.6396,43.6039,23.0706,44.8179,8.9006,437.0388,38.3195,11.4051,0.7793,6179.8919,85.0,16.7224,17946.5241,42.3267,2.0221,1.1419,0
774.9686,26.3134,20.4026,43.5328,0.0,0.9605,0.0811,0.0197,4.7976,7131.3208,43.4548,0.0,44128.7973,57.6045,11.7371,1.4124,3
647.9303,55.5872,24.9588,34.4517,7.4541,181.2948,25.9519,6.9858,0.758,1059.9022,54.0,12.1402,24649.1706,37.4249,4.715,1.7155,1
620.6586,55.6907,26.0048,18.2668,0.174,37.2657,11.6071,3.2106,0.3338,100.0,50.0,3.5454,15899.9372,95.0,1.3654,1.8984,2
802.9589,42.4489,25.4101,41.3219,6.3835,128.8775,35.1586,3.6656,0.9404,6415.8474,58.0,15.8562,16303.0194,37.0127,0.0,1.1733,5
789.6812,34.1898,30.4321,40.2161,11.2261,290.3737,33.1982,8.7467,0.5809,4111.2853,64.3171,20.6316,3404.6177,63.488,5.5687,1.2328,0
893.7501,43.1706,31.3797,17.413,1.2566,26.4822,1.7693,13.0,0.2428,100.0,50.0,3.9489,22822.4681,76.4881,4.6261,1.9487,2
627.2674,39.6722,27.2216,33.5318,8.6757,179.3355,30.1001,5.958,1.393,661.1087,59.04,12.1506,49766.6527,61.5625,12.1842,1.4988,7
719.2643,26.7692,21.3795,36.192,4.9754,230.8436,31.7644,7.2674,0.6524,1248.357,54.0,12.4076,7187.8055,26.8777,3.1185,1.5516,1
755.7854,42.1707,1.5553,39.3276,9.3732,291.5327,29.3322,9.939,2.3323,1677.955,68.0,12.2571,34117.0225,60.1035,8.6335,1.4959,7
640.1576,35.5136,25.8208,37.1994,9.9712,149.1624,34.3157,4.3468,4.1772,1884.8613,42.5942,16.5722,36371.1763,63.3516,8.8226,1.3556,6
453.2082,33.8436,21.3243,34.8844,4.2301,111.7645,35.6263,3.1371,0.6606,7497.6531,73.9916,13.5704,13166.032,48.2693,2.8678,1.2028,5
664.6209,32.1094,2.4722,35.5279,7.1193,229.4846,25.4279,9.0249,0.9395,1449.465,68.0,12.6087,42943.8068,69.2523,14.2436,1.742,7
442.5644,41.506,-3.8977,36.041,0.0,0.0,0.4148,0.0,4.2964,8846.5438,46.5096,0.0,24118.7096,68.8567,18.2248,1.3059,3
607.9887,55.4469,33.4418,26.6153,7.7807,87.0267,27.0335,3.2192,1.7692,508.5312,40.5414,8.7695,34198.9078,55.7899,14.2606,1.9041,4
384.6145,59.9116,21.6965,19.1431,2.124,35.444,14.2674,2.4843,0.6934,113.11,50.0,1.7477,25642.0105,69.6051,9.4941,1.8151,2
461.4931,21.6259,21.4096,39.7047,7.7134,383.3762,34.463,11.1243,4.7441,1502.7056,65.0,16.6871,35483.3204,33.5787,6.3046,1.7951,6
598.6678,36.3646,6.5876,11.8848,1.8885,27.2505,6.3664,4.2803,0.4364,100.0,50.0,5.1675,11219.1865,95.0,8.0748,1.8676,2
403.9378,45.0739,11.4464,42.8627,2.9491,78.167,38.2823,2.0419,0.833,4053.9848,60.8484,16.0,1816.2296,15.1299,6.8555,1.2502,5
742.0324,47.7284,18.8977,36.7807,5.6239,163.2453,22.5613,7.2356,1.4816,228.218,62.0,6.9491,17557.4041,52.261,6.9621,1.7617,4
1047.3986,32.4205,8.26,37.6186,9.7597,302.63,38.6731,7.8253,0.5789,8374.904,82.4277,21.0786,13109.6401,48.5291,3.5487,1.2454,0
1126.8025,25.8861,10.172,38.5492,0.0,0.391,0.0,0.0068,4.8109,2539.8691,47.195,0.0142,5951.9077,57.7292,18.6571,1.501,3
834.6962,28.8128,16.4636,41.5695,8.3247,406.0064,30.9025,13.0,0.7314,3427.1271,85.0,16.5693,19853.3872,41.7351,9.7368,1.3568,0
693.9033,32.2902,18.5302,40.5344,6.6756,163.9896,35.1367,4.6672,0.9182,2497.0264,58.0,13.1696,9917.1484,31.786,13.3379,1.4534,5
877.5699,66.5501,21.7608,35.9132,7.4383,187.3423,35.9248,5.2148,2.584,957.3566,67.9102,10.7742,49553.4326,24.8033,5.9566,1.5502,7
244.159,54.2457,31.01,8.6117,1.8854,9.9371,5.2934,1.8773,0.315,100.0,50.0,4.2028,29784.794,24.6238,8.2831,2.0,2
1012.7455,48.9349,8.9818,41.1908,5.7782,231.4216,29.5495,7.8316,0.6447,579.7414,54.0,9.4273,25791.5865,47.7797,1.4465,1.3106,1
543.14,44.7413,36.7516,41.4635,4.5049,117.8788,35.1431,3.3542,0.9046,6651.3654,62.3356,13.3545,26760.7952,65.223,12.8532,1.2261,5
280.822,65.23,11.7261,30.5332,0.0,0.0,0.0,0.0,4.871,3498.0542,47.771,0.0,14201.6517,59.9361,2.797,1.3883,3
446.0573,40.5117,23.3989,42.4205,6.3255,176.4266,30.6969,5.7474,1.2906,951.5581,54.0,8.6732,27191.4415,55.6739,7.7133,1.6986,1
814.0311,31.3204,21.32,39.3394,8.9267,153.4705,33.8013,4.5404,4.0489,1070.4133,45.7545,15.7157,31224.309,78.693,18.52,1.6073,6
252.3593,58.7675,2.2341,34.554,0.0,0.3899,0.0,0.028,4.4378,6587.6672,44.6909,0.0,4992.5489,72.6157,8.1057,1.0757,3
490.2942,41.2019,30.7666,31.9983,5.1969,176.6308,21.371,8.265,0.8665,216.5977,62.0,10.0179,19888.0748,76.3239,9.8591,1.482,4
533.1131,26.8263,2.3598,40.0803,0.0,0.0,1.0608,0.0,4.9216,1387.4048,49.4435,0.0,9395.7954,45.6136,14.8401,1.339,3
476.6165,56.6798,5.5812,32.7911,0.0,0.0,0.1409,0.0,4.4488,1232.1306,43.1447,0.0844,5978.5633,72.4528,4.8796,1.1222,3
753.6419,56.1393,22.0687,26.9545,5.9906,116.2805,26.6252,4.3673,1.7275,172.6324,62.0,9.4259,11623.7147,76.4157,14.9467,1.7028,4
1077.6657,38.5279,27.8443,40.0804,9.2015,169.5119,32.5273,5.2114,3.7404,1488.3792,42.0,14.5085,38430.4579,40.8686,13.5302,1.5986,6
432.6664,27.7352,37.1329,25.0118,6.1024,205.8176,22.234,9.2569,1.3586,128.6707,62.0,11.0885,38673.8364,79.159,6.6534,1.8653,4
145.8194,60.1023,-1.4018,33.3277,0.0046,0.8547,0.0,0.0,5.0,1461.683,45.7053,0.0,31965.0854,89.3057,13.0309,1.1469,3
598.1189,75.4942,42.1963,33.388,5.4938,127.4075,19.0749,6.6793,0.6715,179.4608,62.0,8.8882,15962.4676,62.1558,1.6276,1.7165,4
1015.426,64.1291,41.2178,24.4665,8.8725,150.9105,20.7281,7.2805,1.4268,326.9298,62.0,10.1643,13466.048,81.3717,3.545,1.765,4
990.5351,64.036,42.6404,32.355,8.367,148.3588,22.2481,6.6684,1.1018,442.7184,53.4924,6.8933,7704.8055,40.1024,10.2251,1.6566,4
546.0154,63.2878,34.8838,39.9479,9.6514,240.4034,33.8072,7.111,4.8675,4948.2838,61.6272,12.3523,18488.846,41.4416,16.2108,1.3902,6
898.1156,64.7864,32.4567,30.3879,7.0264,141.1522,24.738,5.7059,1.5666,464.5423,62.0,11.6789,37278.9985,80.536,3.5937,1.6206,4
673.1457,34.5711,36.9643,35.976,9.8801,111.7106,31.7132,3.5225,4.4273,2222.1544,42.0,10.5582,32863.1433,59.7029,9.4165,1.2598,6
712.3415,25.1795,33.946,33.3426,6.6949,231.9204,28.8405,8.0415,0.9592,1097.6576,68.0,13.6646,42188.7191,51.8031,14.3204,1.719,7
737.1364,60.5203,10.0714,43.082,4.9416,169.7757,31.6248,5.3684,1.0166,1352.1986,54.0,8.9596,8439.9214,48.3309,6.5735,1.5946,1
914.6933,35.9183,20.1063,34.0245,7.3123,195.1607,29.0284,6.7231,4.5716,3255.7793,65.0,12.3679,26043.124,76.1926,15.8967,1.2885,6
978.4233,23.5648,25.8142,41.264,6.0842,218.6622,31.7829,6.8799,0.4208,619.1141,54.0,10.221,22626.4394,35.5186,3.4716,1.647,1
1100.3919,30.6553,10.7706,39.4465,9.6152,381.5442,39.2811,9.7132,0.5697,5127.67,85.0,21.1713,3783.5566,67.6123,9.4382,1.2588,0
196.0582,75.8584,28.3315,7.6044,0.85,14.1934,10.5616,1.3439,0.5311,100.0,50.0,2.984,27950.8292,68.4419,0.5944,1.9713,2
1098.7752,35.2543,26.8332,38.4246,6.9547,207.1077,35.5055,5.8331,3.8933,4637.7064,65.0,13.2726,18283.4665,25.9139,5.7231,1.2735,6
408.2839,64.7077,21.8667,33.8439,7.8417,111.95,21.9553,5.099,0.1858,595.7721,43.1404,7.4972,19473.3091,72.5833,7.4469,1.9411,4
710.439,74.0032,23.3884,28.0864,8.5407,91.7876,24.9683,3.6762,1.2389,498.2022,40.0,5.448,22007.6951,47.5702,2.8344,1.6691,4
404.9119,70.4957,11.7642,40.0815,7.9986,217.2854,36.4586,5.9598,3.9338,810.6607,64.8944,15.6864,2538.599,68.6413,17.9502,1.603,6
644.3753,39.7177,41.0017,40.2779,8.7118,279.2316,35.5799,7.848,3.9998,912.4554,65.0,15.8915,23159.8845,88.8127,0.9469,1.5313,6
633.5272,59.1945,38.9508,37.5149,5.4533,138.963,35.1577,3.9526,0.3232,2402.4685,67.0037,15.6999,7939.5051,84.4604,19.5603,1.1877,5
732.0686,29.2579,23.8553,41.2437,6.2649,159.627,36.3541,4.3909,0.552,6202.8752,63.1437,10.5582,5603.7698,60.7863,5.3914,1.5519,5
463.4896,33.3362,10.7485,38.9305,8.7418,208.8518,34.6515,6.0272,1.3538,2384.8877,61.3001,12.0947,47670.1139,50.8803,2.4922,1.8783,7
1015.6537,46.0102,14.5344,40.4021,10.1055,347.2871,35.8095,9.6982,0.5971,6625.7499,85.0,17.3884,5615.7497,56.0656,11.4698,1.1566,0
391.9922,66.645,25.8755,9.8359,0.1678,19.4827,7.3855,2.638,0.1237,148.7198,50.0,3.1936,4224.7522,80.4988,3.2946,1.5458,2
236.6243,38.9338,29.7477,8.429,0.6377,4.6984,8.1784,0.5745,0.7683,133.4068,50.0,1.3779,2254.0697,92.4285,0.0,1.8448,2
680.5221,35.863,32.8801,40.8395,8.2674,398.3282,37.0282,10.7574,0.3546,4231.1516,85.0,18.604,17732.3141,36.9708,2.4327,1.2498,0
522.3553,27.6869,21.7106,12.7103,1.4806,13.954,3.4464,4.0488,0.8982,100.0,50.0,4.3321,20468.7937,75.5783,9.4495,1.9099,2
381.3295,36.8039,9.7571,40.1809,9.5035,292.0928,30.5777,9.5525,4.3614,2423.837,65.0,12.7482,8596.0509,36.8442,14.388,1.4939,6
1040.2026,65.9706,18.4114,33.6608,10.2643,291.4527,36.5205,7.9805,3.9748,2900.722,65.0,12.1972,20729.7659,71.0973,0.8164,1.6197,6
901.2688,58.5098,15.7699,30.5183,7.0291,169.0447,35.0466,4.8234,1.2849,438.0701,54.0,8.3875,11457.9567,70.3126,3.3168,1.249,1
261.5992,34.6208,9.227,36.941,2.0276,48.2111,28.3638,1.6997,0.4573,7522.2041,61.2693,15.8426,17688.1842,64.4049,20.0,1.5327,5
754.9639,46.9899,27.3099,36.9911,9.7719,283.2279,36.283,7.8061,0.268,8678.4927,78.354,16.9225,8546.2076,33.3032,3.8397,1.2191,0
304.4791,20.4588,25.5499,41.4107,2.6079,75.6566,37.0128,2.0441,0.3971,7644.4461,69.0121,14.8151,29572.1329,41.0158,9.2618,1.5466,5
922.5515,43.3904,35.9537,29.3064,6.6935,188.5008,19.7179,9.5599,1.4473,201.8563,62.0,7.9628,16869.6883,49.692,8.0022,2.0,4
825.6083,24.5957,26.4511,38.8427,9.4927,333.5908,31.3567,10.6386,0.2701,4081.3853,85.0,18.7869,18728.283,24.6049,0.263,1.2814,0
560.7824,65.7392,36.9474,32.3439,6.7104,248.8457,29.3551,8.4771,4.6262,4443.9992,65.0,10.4775,24551.8717,42.1349,0.8474,1.4985,6
449.6229,31.305,11.8005,37.8454,7.9606,209.0517,34.6547,6.0324,4.3957,3871.6778,65.0,12.8366,35317.1652,27.7602,9.0139,1.7504,6
1021.4193,66.6916,9.2275,40.0813,9.2975,204.2807,33.7127,6.0595,2.2433,1983.8981,56.0983,10.3376,40729.6407,43.7445,8.1057,1.4863,7
751.314,64.692,44.1372,41.3912,6.673,228.3604,31.9483,7.1478,4.9031,3027.6071,65.0,16.2575,8150.1359,13.3411,11.6771,1.2509,6
1033.7974,36.9224,20.6916,35.6502,8.4877,318.0794,32.6025,9.7563,4.4395,1659.7837,65.0,10.3753,14869.2473,58.4764,12.7732,1.7424,6
839.8671,32.1047,32.8172,41.7262,6.6857,155.7241,28.2062,5.5209,0.7954,4569.674,58.0,11.8406,33102.2067,60.3092,12.4836,1.1713,5
440.0929,25.5063,25.4442,38.6053,6.3375,161.4181,31.4478,5.1329,1.5177,359.9634,54.0,7.6327,3252.5763,71.1389,15.1334,1.5955,1
608.2887,47.3513,29.8276,36.4685,0.0218,0.0,0.4886,0.0,4.7081,6727.1526,45.1355,0.5602,39711.2313,86.053,15.3452,1.1424,3
886.8099,43.3535,27.5269,42.6322,7.0948,178.4699,29.9824,5.9525,0.8341,6828.2595,59.2682,10.8069,24316.7001,18.9077,8.7134,1.43,5
498.4725,38.7603,16.9645,40.7794,3.7171,94.3594,34.8881,2.7046,0.852,7337.7002,61.2921,10.709,9074.9753,77.0967,5.6549,1.4312,5
151.3617,28.3289,29.8761,33.5757,0.072,0.0,0.5042,0.0553,4.5937,8245.878,45.4417,0.6667,16924.0911,76.0589,12.3576,1.5265,3
764.1805,60.5955,35.3822,29.0917,5.1515,168.8315,19.1091,8.8351,0.9131,192.7619,62.0,10.4581,18025.0947,84.63,8.9,1.6068,4
568.931,66.4941,30.4845,38.7761,8.993,127.9996,31.692,4.0389,4.716,4648.8826,42.0,15.8975,27141.0253,75.5122,16.9236,1.7147,6
1075.0222,23.6349,3.2289,42.6907,0.0,0.2678,0.4008,0.0,4.1402,8805.2986,43.9565,0.313,23113.13,78.0645,16.3895,1.0259,3
896.0062,56.7921,22.6399,40.2465,6.5631,172.7609,37.1443,4.6511,1.2684,334.6396,54.0,13.0267,20877.3776,49.5022,13.4676,1.3447,1
715.7779,61.6137,26.5194,23.4215,7.3767,94.6042,20.8853,4.5297,0.7425,557.7924,55.3417,10.7992,20639.4456,61.1416,9.4869,2.0,4
603.3826,66.3016,30.6088,29.1758,7.0857,79.2094,20.7496,3.8174,1.805,489.4485,40.0,10.8898,16898.9609,81.4325,6.8698,1.5288,4
524.1781,34.9916,11.231,40.2353,8.5302,230.549,32.7417,7.0414,4.3921,2915.9297,65.0,14.5586,20277.3356,44.3136,10.9704,1.7591,6
974.5759,48.5734,28.5433,33.1259,7.3384,183.8994,32.0147,5.7442,1.3661,1017.5715,54.0,12.5905,1521.2568,66.1414,11.4608,1.452,1
419.5761,37.3124,35.182,37.7985,0.0,0.0,0.0,0.0,4.734,3022.2744,43.3677,0.0,14793.5387,53.42,9.1176,1.4092,3
800.1323,30.2934,11.1301,20.2983,1.6102,18.7039,10.9801,1.7034,1.1366,125.3357,50.0,1.8967,15977.889,37.9534,0.7804,1.6304,2
614.8802,34.8769,31.278,35.9952,5.8497,157.7219,28.0894,5.615,0.8208,4040.6124,72.285,11.6814,5464.063,45.8748,14.6157,1.3612,5
939.8681,80.1768,13.1148,16.9024,1.3244,32.9568,15.5228,2.1231,0.8074,100.0,50.0,1.9328,4868.6498,60.4481,5.1867,1.8957,2
571.3948,66.6503,28.8478,32.0622,9.5617,239.685,29.605,8.0961,1.5889,2234.8875,68.0,9.442,42540.9464,58.6756,0.0,1.4231,7
791.7861,28.2102,35.3809,31.1192,9.543,201.3966,29.0126,6.9417,1.5904,3105.3376,68.0,11.2132,38133.4609,49.2052,16.2843,1.2256,7
673.3621,41.7946,33.8889,40.0696,10.9891,431.5238,35.5381,12.1426,0.4287,5148.1454,85.0,17.9227,708.5158,35.2731,7.8986,1.0611,0
800.7463,29.6249,27.627,36.678,5.744,227.6111,34.2729,6.6411,0.2585,1051.462,54.0,11.7239,16805.5789,77.9459,14.7541,1.7688,1
746.7048,66.7007,34.5986,35.1507,8.4053,294.341,26.4388,11.1329,4.1947,2057.3994,65.0,13.097,36181.0553,65.0194,10.2936,1.4419,6
852.0925,48.4479,35.8932,37.7263,6.8142,205.7608,37.344,5.5099,1.0147,2813.7523,68.0,12.4004,42814.3549,33.0857,12.552,1.4699,7
926.3886,39.7405,31.6214,38.2466,10.1447,305.5891,39.8467,7.6691,0.7294,6555.6455,78.7598,19.1832,1542.5887,28.1293,10.8907,1.3206,0
961.8621,67.0662,23.1694,41.2059,9.0092,307.592,34.7084,8.8622,0.5966,7168.0621,82.857,16.9151,13597.6342,56.797,4.9858,1.1885,0
487.3191,73.1772,25.6655,38.0853,10.2978,223.3338,25.7296,8.68,1.0221,2198.5867,57.3532,11.5742,43906.2703,75.8689,4.3936,1.5146,7
1067.1609,35.1146,33.5026,45.4238,7.9853,331.974,34.1226,9.7289,0.5799,6869.5382,85.0,16.9109,6538.5932,42.1853,11.3589,1.274,0
922.9009,26.7341,16.0019,33.3998,6.5917,245.3684,29.5387,8.3067,0.8613,1460.1964,54.0,11.8049,17284.4395,65.299,12.1398,1.81,1
605.7056,50.7348,22.8695,37.6196,5.7514,211.3725,35.5158,5.9515,2.4046,2636.2943,68.0,12.2404,47163.5378,44.5515,12.211,1.3463,7
984.0756,41.154,9.6184,32.8398,6.3242,194.1978,35.1922,5.5182,0.9773,584.9369,54.0,10.005,23124.792,40.4688,3.5477,1.335,1
880.1043,38.5624,20.0701,17.2506,1.6269,34.8429,6.7806,5.1386,0.6726,100.0,50.0,2.9973,17689.664,39.2339,9.4114,1.9372,2
1020.0266,61.0362,20.0,37.928,8.9292,361.7879,32.1775,11.2435,0.6663,8294.6672,85.0,19.7065,255.7853,28.5037,4.4897,1.3459,0
358.7066,55.9641,17.9418,33.6758,2.6553,58.1204,34.9351,1.6637,0.6752,2718.232,69.1479,14.124,15736.485,36.2618,15.19,1.2781,5
652.7807,54.0175,11.9737,44.3908,0.0,0.418,0.6518,0.0233,3.9563,6216.9671,46.77,0.394,37125.2027,65.366,2.2946,1.3153,3
845.5127,24.9425,19.7168,39.5353,11.2629,311.2791,30.6174,10.1667,0.469,8413.4559,69.906,19.8877,308.9031,26.6514,11.6032,1.3623,0
597.2397,18.8243,-2.3704,32.6751,0.0858,0.132,0.0,0.0241,4.6814,8123.7782,44.3701,0.0,11034.9628,53.0694,1.1381,1.0763,3
878.9515,48.8352,7.5974,35.6728,6.9587,150.8419,30.4255,4.9577,0.5239,7151.7325,58.0,9.9302,9044.6797,71.0286,5.0971,1.4212,5
